"Name","Team","Games","Points","G","A","PM","PIM","S","SOFF","LB","TO","CT","FO_W","FO","TOF","PointsPG","GPG","APG","PMPG","PIMPG","SPG","SOFFPG","LBPG","TOPG","CTPG","FO_WPG","FOPG","TOFPG","Pointsp60","Gp60","Ap60","LBp60","CTp60","PMp60","PIMp60","ATO_ration","FOpercent","ShootingPct","AdjShootingPct"
"B.Slade","Toronto ",5,4,1,3,-5,0,9,3,21,2,1,NA,NA,66.6,0.8,0.2,0.6,-1,0,1.8,0.6,4.2,0.4,0.2,NA,NA,13.32,3.6036036036036,0.900900900900901,2.7027027027027,18.9189189189189,0.900900900900901,-4.5045045045045,0,1.5,NA,0.0833333333333333,0.111111111111111
"B.Snider","Vancouver ",10,1,0,1,-10,2,1,1,42,3,3,103,217,81.2,0.1,0,0.1,-1,0.2,0.1,0.1,4.2,0.3,0.3,10.3,21.7,8.12,0.738916256157635,0,0.738916256157635,31.0344827586207,2.21674876847291,-7.38916256157635,1.47783251231527,0.333333333333333,0.474654377880184,0,0
"B.Sweeting","Buffalo ",11,1,0,1,-26,16,2,0,28,8,4,NA,NA,162.666666666667,0.0909090909090909,0,0.0909090909090909,-2.36363636363636,1.45454545454545,0.181818181818182,0,2.54545454545455,0.727272727272727,0.363636363636364,NA,NA,14.7878787878788,0.368852459016393,0,0.368852459016393,10.327868852459,1.47540983606557,-9.59016393442623,5.9016393442623,0.125,NA,0,0
"C.Armstrong","Halifax ",11,7,1,6,-18,8,7,11,43,6,6,NA,NA,137.483333333333,0.636363636363636,0.0909090909090909,0.545454545454545,-1.63636363636364,0.727272727272727,0.636363636363636,1,3.90909090909091,0.545454545454545,0.545454545454545,NA,NA,12.4984848484848,3.05491574736332,0.436416535337617,2.6184992120257,18.7659110195175,2.6184992120257,-7.8554976360771,3.49133228270093,1,NA,0.0555555555555556,0.142857142857143
"C.Becker","Halifax ",5,1,1,0,-14,4,3,1,16,0,4,NA,NA,63.3833333333333,0.2,0.2,0,-2.8,0.8,0.6,0.2,3.2,0,0.8,NA,NA,12.6766666666667,0.946621088614252,0.946621088614252,0,15.145937417828,3.78648435445701,-13.2526952405995,3.78648435445701,NA,NA,0.25,0.333333333333333
"C.Boushy","Halifax ",4,7,1,6,14,2,18,13,14,6,0,NA,NA,52,1.75,0.25,1.5,3.5,0.5,4.5,3.25,3.5,1.5,0,NA,NA,13,8.07692307692308,1.15384615384615,6.92307692307692,16.1538461538462,0,16.1538461538462,2.30769230769231,1,NA,0.032258064516129,0.0555555555555556
"C.Claxton","San Diego ",1,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C.Cloutier","Buffalo ",10,41,20,21,32,2,82,27,50,19,2,NA,NA,167.85,4.1,2,2.1,3.2,0.2,8.2,2.7,5,1.9,0.2,NA,NA,16.785,14.6559428060769,7.14924039320822,7.50670241286863,17.8731009830206,0.714924039320822,11.4387846291332,0.714924039320822,1.10526315789474,NA,0.18348623853211,0.24390243902439
"C.Corbeil","Saskatchewan ",10,9,5,4,-19,6,12,1,66,3,8,NA,NA,204.416666666667,0.9,0.5,0.4,-1.9,0.6,1.2,0.1,6.6,0.3,0.8,NA,NA,20.4416666666667,2.64166326946596,1.46759070525887,1.17407256420709,19.372197309417,2.34814512841419,-5.57684467998369,1.76110884631064,1.33333333333333,NA,0.384615384615385,0.416666666666667
"C.Crawford","New England ",11,76,33,43,63,2,144,55,52,48,0,NA,NA,278.55,6.90909090909091,3,3.90909090909091,5.72727272727273,0.181818181818182,13.0909090909091,5,4.72727272727273,4.36363636363636,0,NA,NA,25.3227272727273,16.3704900376952,7.10823909531502,9.26225094238018,11.2008616047388,0,13.5702746365105,0.430802369413032,0.895833333333333,NA,0.165829145728643,0.229166666666667
"C.Cummings","Calgary ",8,1,0,1,-18,8,0,1,33,7,5,NA,NA,130.166666666667,0.125,0,0.125,-2.25,1,0,0.125,4.125,0.875,0.625,NA,NA,16.2708333333333,0.460947503201024,0,0.460947503201024,15.2112676056338,2.30473751600512,-8.29705505761844,3.68758002560819,0.142857142857143,NA,0,NA
"C.Del Bianco","Calgary ",10,6,0,6,NA,0,0,0,7,4,0,NA,NA,NA,0.6,0,0.6,NA,0,0,0,0.7,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA
"C.Dickson","Calgary ",10,41,21,20,58,4,121,52,27,40,4,NA,NA,243.616666666667,4.1,2.1,2,5.8,0.4,12.1,5.2,2.7,4,0.4,NA,NA,24.3616666666667,10.0978312923308,5.17205993021824,4.92577136211261,6.64979133885202,0.985154272422522,14.2847369501266,0.985154272422522,0.5,NA,0.121387283236994,0.173553719008264
"C.Fields","San Diego ",12,44,18,26,52,2,104,34,73,19,1,NA,NA,241.466666666667,3.66666666666667,1.5,2.16666666666667,4.33333333333333,0.166666666666667,8.66666666666667,2.83333333333333,6.08333333333333,1.58333333333333,0.0833333333333333,NA,NA,20.1222222222222,10.9331860850359,4.47266703478741,6.46051905024848,18.1391496410823,0.248481501932634,12.921038100497,0.496963003865268,1.36842105263158,NA,0.130434782608696,0.173076923076923
"C.Fraser","Buffalo ",8,26,16,10,32,21,73,34,34,17,1,NA,NA,128.816666666667,3.25,2,1.25,4,2.625,9.125,4.25,4.25,2.125,0.125,NA,NA,16.1020833333333,12.1102341829473,7.45245180489067,4.65778237805667,15.8364600853927,0.465778237805667,14.9049036097813,9.78134299391901,0.588235294117647,NA,0.149532710280374,0.219178082191781
"C.Highfield","Rochester ",12,13,9,4,-13,4,34,8,41,11,2,NA,NA,187.35,1.08333333333333,0.75,0.333333333333333,-1.08333333333333,0.333333333333333,2.83333333333333,0.666666666666667,3.41666666666667,0.916666666666667,0.166666666666667,NA,NA,15.6125,4.16333066453163,2.88230584467574,1.28102481985588,13.1305044035228,0.640512409927942,-4.16333066453163,1.28102481985588,0.363636363636364,NA,0.214285714285714,0.264705882352941
