,Day,Date,Location,#,Name,Credit,Team,MIN,SV Q1,SV Q2,SV Q3,SV Q4,SV OT,SV,SOG,GA
3041,Sun,2013-01-27,Philadelphia,31,K.Croswell,,Philadelphia ,19.35,9.0,4.0,,,,13.0,20.0,7.0
3042,Sat,2013-02-02,Buffalo,66,N.Rose,win,Toronto ,60.0,13.0,8.0,13.0,11.0,,45.0,57.0,12.0
3043,Sat,2013-02-02,Buffalo,35,Z.Boychuk,b,Toronto ,,,,,,,,,
3044,Sat,2013-02-02,Buffalo,44,A.Cosmo,loss,Buffalo ,60.0,7.0,12.0,6.0,7.0,,32.0,46.0,14.0
3045,Sat,2013-02-02,Buffalo,38,K.Wagar,b,Buffalo ,,,,,,,,,
3046,Sat,2013-02-02,Rochester,0,T.Richards,loss,Washington ,60.0,15.0,11.0,14.0,8.0,,48.0,55.0,7.0
3047,Sat,2013-02-02,Rochester,93,N.Patterson,b,Washington ,,,,,,,,,
3048,Sat,2013-02-02,Rochester,48,M.Vinc,win,Rochester ,60.0,14.0,6.0,7.0,15.0,,42.0,48.0,6.0
3049,Sat,2013-02-02,Rochester,55,A.Goodleaf,b,Rochester ,,,,,,,,,
3050,Sat,2013-02-02,Colorado,30,T.Carlson,loss,Minnesota ,44.583333333333336,,6.0,10.0,5.0,,21.0,30.0,9.0
3051,Sat,2013-02-02,Colorado,35,E.Kirk,,Minnesota ,15.416666666666666,6.0,2.0,,,,8.0,14.0,6.0
3052,Sat,2013-02-02,Colorado,33,M.Roik,win,Colorado ,53.516666666666666,9.0,6.0,14.0,7.0,,36.0,44.0,8.0
3053,Sat,2013-02-02,Colorado,35,D.Lewis,,Colorado ,6.483333333333333,,,,7.0,,7.0,8.0,1.0
3054,Sat,2013-02-02,Edmonton,30,M.Poulin,win,Calgary ,59.61666666666667,8.0,10.0,9.0,18.0,,45.0,60.0,15.0
3055,Sat,2013-02-02,Edmonton,92,F.Scigliano,,Calgary ,0.38333333333333336,,,,0.0,,0.0,0.0,0.0
3056,Sat,2013-02-02,Edmonton,50,B.MacDonald,loss,Edmonton ,40.1,,9.0,2.0,5.0,,16.0,23.0,7.0
3057,Sat,2013-02-02,Edmonton,77,A.Bold,,Edmonton ,19.833333333333332,6.0,1.0,,,,7.0,16.0,9.0
3058,Fri,2013-02-08,Philadelphia,48,M.Vinc,win,Rochester ,60.0,9.0,10.0,12.0,18.0,,49.0,59.0,10.0
3059,Fri,2013-02-08,Philadelphia,55,A.Goodleaf,b,Rochester ,,,,,,,,,
3060,Fri,2013-02-08,Philadelphia,36,B.Miller,loss,Philadelphia ,47.3,10.0,3.0,4.0,3.0,,20.0,36.0,16.0
3061,Fri,2013-02-08,Philadelphia,31,K.Croswell,,Philadelphia ,12.7,,,,8.0,,10.0,14.0,4.0
3062,Fri,2013-02-08,Minnesota,66,N.Rose,loss,Toronto ,64.5,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0
3063,Fri,2013-02-08,Minnesota,35,Z.Boychuk,b,Toronto ,,,,,,,,,
3064,Fri,2013-02-08,Minnesota,30,T.Carlson,win,Minnesota ,64.5,8.0,10.0,5.0,9.0,3.0,35.0,47.0,12.0
3065,Fri,2013-02-08,Minnesota,35,E.Kirk,b,Minnesota ,,,,,,,,,
3066,Sat,2013-02-09,Buffalo,48,M.Vinc,win,Rochester ,55.68333333333333,13.0,19.0,12.0,4.0,,48.0,55.0,7.0
3067,Sat,2013-02-09,Buffalo,55,A.Goodleaf,,Rochester ,4.316666666666666,,,,6.0,,6.0,6.0,0.0
3068,Sat,2013-02-09,Buffalo,44,A.Cosmo,loss,Buffalo ,49.68333333333333,8.0,5.0,10.0,8.0,,31.0,44.0,13.0
3069,Sat,2013-02-09,Buffalo,38,K.Wagar,,Buffalo ,10.316666666666666,,,,0.0,,2.0,4.0,2.0
3070,Sat,2013-02-09,Calgary,77,A.Bold,loss,Edmonton ,60.0,12.0,7.0,18.0,7.0,,44.0,53.0,9.0
3071,Sat,2013-02-09,Calgary,50,B.MacDonald,b,Edmonton ,,,,,,,,,
3072,Sat,2013-02-09,Calgary,30,M.Poulin,win,Calgary ,60.0,14.0,9.0,9.0,13.0,,45.0,53.0,8.0
3073,Sat,2013-02-09,Calgary,92,F.Scigliano,b,Calgary ,,,,,,,,,
3074,Sat,2013-02-09,Washington,33,M.Roik,loss,Colorado ,60.0,6.0,8.0,4.0,11.0,,29.0,42.0,13.0
3075,Sat,2013-02-09,Washington,35,D.Lewis,b,Colorado ,,,,,,,,,
3076,Sat,2013-02-09,Washington,0,T.Richards,win,Washington ,60.0,10.0,18.0,15.0,8.0,,51.0,57.0,6.0
3077,Sat,2013-02-09,Washington,93,N.Patterson,b,Washington ,,,,,,,,,
3078,Fri,2013-02-15,Toronto,30,M.Poulin,loss,Calgary ,54.45,6.0,12.0,8.0,6.0,,32.0,48.0,16.0
3079,Fri,2013-02-15,Toronto,92,F.Scigliano,,Calgary ,5.55,,,,0.0,,0.0,1.0,1.0
3080,Fri,2013-02-15,Toronto,66,N.Rose,win,Toronto ,60.0,12.0,17.0,7.0,10.0,,46.0,58.0,12.0
3081,Fri,2013-02-15,Toronto,35,Z.Boychuk,b,Toronto ,,,,,,,,,
3082,Fri,2013-02-15,Edmonton,0,T.Richards,loss,Washington ,60.0,10.0,15.0,8.0,13.0,,46.0,61.0,15.0
3083,Fri,2013-02-15,Edmonton,93,N.Patterson,b,Washington ,,,,,,,,,
3084,Fri,2013-02-15,Edmonton,77,A.Bold,win,Edmonton ,60.0,5.0,7.0,9.0,4.0,,25.0,35.0,10.0
3085,Fri,2013-02-15,Edmonton,50,B.MacDonald,b,Edmonton ,,,,,,,,,
3086,Sat,2013-02-16,Minnesota,30,M.Poulin,win,Calgary ,59.583333333333336,7.0,9.0,3.0,8.0,,27.0,43.0,16.0
3087,Sat,2013-02-16,Minnesota,92,F.Scigliano,,Calgary ,0.4166666666666667,,,,0.0,,0.0,0.0,0.0
3088,Sat,2013-02-16,Minnesota,30,T.Carlson,loss,Minnesota ,40.483333333333334,,6.0,13.0,6.0,,25.0,34.0,9.0
3089,Sat,2013-02-16,Minnesota,35,E.Kirk,,Minnesota ,19.516666666666666,11.0,4.0,,,,15.0,23.0,8.0
3090,Sat,2013-02-16,Rochester,44,A.Cosmo,win,Buffalo ,60.0,14.0,12.0,15.0,13.0,,54.0,60.0,6.0
3091,Sat,2013-02-16,Rochester,83,S.Komer,b,Buffalo ,,,,,,,,,
3092,Sat,2013-02-16,Rochester,48,M.Vinc,loss,Rochester ,60.0,11.0,11.0,9.0,10.0,,41.0,51.0,10.0
3093,Sat,2013-02-16,Rochester,55,A.Goodleaf,b,Rochester ,,,,,,,,,
3094,Sat,2013-02-16,Colorado,77,A.Bold,win,Edmonton ,60.0,8.0,6.0,13.0,7.0,,34.0,41.0,7.0
3095,Sat,2013-02-16,Colorado,50,B.MacDonald,b,Edmonton ,,,,,,,,,
3096,Sat,2013-02-16,Colorado,33,M.Roik,,Colorado ,31.633333333333333,11.0,0.0,0.0,,,17.0,26.0,9.0
3097,Sat,2013-02-16,Colorado,35,D.Lewis,loss,Colorado ,28.366666666666667,,,10.0,0.0,,22.0,27.0,5.0
3098,Fri,2013-02-22,Edmonton,35,E.Kirk,win,Minnesota ,56.8,8.0,13.0,11.0,10.0,,42.0,50.0,8.0
3099,Fri,2013-02-22,Edmonton,30,T.Carlson,,Minnesota ,3.2,,,,1.0,,1.0,1.0,0.0
3100,Fri,2013-02-22,Edmonton,77,A.Bold,loss,Edmonton ,59.983333333333334,7.0,6.0,4.0,9.0,,26.0,38.0,12.0
3101,Fri,2013-02-22,Edmonton,50,B.MacDonald,b,Edmonton ,,,,,,,,,
3102,Sat,2013-02-23,Rochester,36,B.Miller,win,Philadelphia ,60.0,0.0,0.0,0.0,39.0,,39.0,47.0,8.0
3103,Sat,2013-02-23,Rochester,31,K.Croswell,b,Philadelphia ,,,,,,,,,
3104,Sat,2013-02-23,Rochester,48,M.Vinc,loss,Rochester ,59.983333333333334,0.0,0.0,0.0,44.0,,44.0,53.0,9.0
3105,Sat,2013-02-23,Rochester,55,A.Goodleaf,b,Rochester ,,,,,,,,,
3106,Sat,2013-02-23,Washington,30,M.Poulin,loss,Calgary ,56.46666666666667,6.0,12.0,8.0,7.0,,33.0,46.0,13.0
3107,Sat,2013-02-23,Washington,92,F.Scigliano,,Calgary ,3.533333333333333,,,,0.0,,0.0,3.0,3.0
3108,Sat,2013-02-23,Washington,0,T.Richards,win,Washington ,54.63333333333333,10.0,7.0,15.0,13.0,,45.0,54.0,9.0
3109,Sat,2013-02-23,Washington,93,N.Patterson,,Washington ,5.366666666666666,,,,6.0,,6.0,11.0,5.0
3110,Sun,2013-02-24,Minnesota,77,A.Bold,win,Edmonton ,60.0,5.0,10.0,10.0,10.0,,35.0,44.0,9.0
3111,Sun,2013-02-24,Minnesota,50,B.MacDonald,b,Edmonton ,,,,,,,,,
3112,Sun,2013-02-24,Minnesota,30,T.Carlson,loss,Minnesota ,49.166666666666664,0.0,5.0,10.0,10.0,,25.0,33.0,8.0
3113,Sun,2013-02-24,Minnesota,35,E.Kirk,,Minnesota ,10.816666666666666,6.0,,,,,6.0,11.0,5.0
3114,Sun,2013-02-24,Philadelphia,35,D.Lewis,loss,Colorado ,35.31666666666667,,0.0,9.0,10.0,,19.0,25.0,6.0
3115,Sun,2013-02-24,Philadelphia,33,M.Roik,,Colorado ,24.683333333333334,10.0,4.0,,,,14.0,22.0,8.0
3116,Sun,2013-02-24,Philadelphia,36,B.Miller,win,Philadelphia ,60.0,10.0,10.0,10.0,15.0,,45.0,57.0,12.0
3117,Sun,2013-02-24,Philadelphia,31,K.Croswell,b,Philadelphia ,,,,,,,,,
3118,Thu,2013-02-28,Toronto,44,A.Cosmo,win,Buffalo ,60.0,10.0,10.0,10.0,4.0,,34.0,47.0,13.0
3119,Thu,2013-02-28,Toronto,38,K.Wagar,b,Buffalo ,,,,,,,,,
3120,Thu,2013-02-28,Toronto,66,N.Rose,loss,Toronto ,59.983333333333334,10.0,10.0,10.0,8.0,,38.0,52.0,14.0
3121,Thu,2013-02-28,Toronto,35,Z.Boychuk,b,Toronto ,,,,,,,,,
3122,Fri,2013-03-01,Buffalo,36,B.Miller,win,Philadelphia ,62.233333333333334,10.0,10.0,10.0,10.0,0.0,40.0,50.0,10.0
3123,Fri,2013-03-01,Buffalo,31,K.Croswell,b,Philadelphia ,,,,,,,,,
3124,Fri,2013-03-01,Buffalo,44,A.Cosmo,loss,Buffalo ,62.233333333333334,10.0,10.0,10.0,14.0,0.0,44.0,55.0,11.0
3125,Fri,2013-03-01,Buffalo,38,K.Wagar,b,Buffalo ,,,,,,,,,
3126,Sat,2013-03-02,Calgary,77,A.Bold,win,Edmonton ,60.0,7.0,7.0,7.0,7.0,,28.0,41.0,13.0
3127,Sat,2013-03-02,Calgary,50,B.MacDonald,b,Edmonton ,,,,,,,,,
3128,Sat,2013-03-02,Calgary,30,M.Poulin,loss,Calgary ,49.766666666666666,0.0,5.0,5.0,11.0,,21.0,35.0,14.0
3129,Sat,2013-03-02,Calgary,92,F.Scigliano,,Calgary ,10.216666666666667,,,,0.0,,7.0,10.0,3.0
3130,Sat,2013-03-02,Colorado,48,M.Vinc,win,Rochester ,60.0,7.0,7.0,7.0,12.0,,33.0,44.0,11.0
3131,Sat,2013-03-02,Colorado,55,A.Goodleaf,b,Rochester ,,,,,,,,,
3132,Sat,2013-03-02,Colorado,35,D.Lewis,loss,Colorado ,60.0,7.0,7.0,7.0,7.0,,28.0,40.0,12.0
3133,Sat,2013-03-02,Colorado,31,T.Belanger,b,Colorado ,,,,,,,,,
3134,Sun,2013-03-03,Washington,30,T.Carlson,loss,Minnesota ,60.0,13.0,6.0,9.0,8.0,,36.0,47.0,11.0
3135,Sun,2013-03-03,Washington,35,E.Kirk,b,Minnesota ,,,,,,,,,
3136,Sun,2013-03-03,Washington,0,T.Richards,win,Washington ,60.0,9.0,11.0,11.0,12.0,,43.0,51.0,8.0
3137,Sun,2013-03-03,Washington,33,M.Roik,b,Washington ,,,,,,,,,
3138,Fri,2013-03-08,Toronto,31,T.Belanger,loss,Colorado ,32.45,,2.0,6.0,7.0,,15.0,21.0,6.0
3139,Fri,2013-03-08,Toronto,35,D.Lewis,,Colorado ,27.55,9.0,8.0,,,,17.0,25.0,8.0
3140,Fri,2013-03-08,Toronto,66,N.Rose,win,Toronto ,60.0,5.0,8.0,13.0,15.0,,41.0,51.0,10.0
3141,Fri,2013-03-08,Toronto,35,Z.Boychuk,b,Toronto ,,,,,,,,,
3142,Fri,2013-03-08,Calgary,35,E.Kirk,loss,Minnesota ,51.43333333333333,11.0,3.0,7.0,9.0,,30.0,45.0,15.0
3143,Fri,2013-03-08,Calgary,30,T.Carlson,,Minnesota ,8.566666666666666,,,,0.0,,3.0,7.0,4.0
3144,Fri,2013-03-08,Calgary,30,M.Poulin,win,Calgary ,60.0,11.0,13.0,4.0,12.0,,40.0,55.0,15.0
3145,Fri,2013-03-08,Calgary,92,F.Scigliano,b,Calgary ,,,,,,,,,
3146,Sat,2013-03-09,Buffalo,31,T.Belanger,win,Colorado ,59.483333333333334,2.0,8.0,8.0,12.0,,30.0,36.0,6.0
3147,Sat,2013-03-09,Buffalo,35,D.Lewis,,Colorado ,0.5166666666666667,,,,1.0,,1.0,1.0,0.0
3148,Sat,2013-03-09,Buffalo,44,A.Cosmo,loss,Buffalo ,59.483333333333334,13.0,15.0,10.0,10.0,,48.0,60.0,12.0
3149,Sat,2013-03-09,Buffalo,38,K.Wagar,,Buffalo ,0.5166666666666667,,,,0.0,,0.0,0.0,0.0
3150,Sat,2013-03-09,Philadelphia,0,T.Richards,win,Washington ,58.8,12.0,6.0,14.0,10.0,,42.0,52.0,10.0
3151,Sat,2013-03-09,Philadelphia,33,M.Roik,,Washington ,1.2,,,,0.0,,0.0,0.0,0.0
3152,Sat,2013-03-09,Philadelphia,36,B.Miller,loss,Philadelphia ,58.8,10.0,12.0,11.0,9.0,,42.0,58.0,16.0
3153,Sat,2013-03-09,Philadelphia,31,K.Croswell,,Philadelphia ,1.2,,,,1.0,,1.0,1.0,0.0
3154,Sat,2013-03-16,Philadelphia,66,N.Rose,win,Toronto ,57.93333333333333,12.0,12.0,12.0,9.0,,45.0,51.0,6.0
3155,Sat,2013-03-16,Philadelphia,35,Z.Boychuk,,Toronto ,2.066666666666667,,,,3.0,,3.0,5.0,2.0
3156,Sat,2013-03-16,Philadelphia,36,B.Miller,loss,Philadelphia ,59.983333333333334,10.0,10.0,10.0,8.0,,38.0,50.0,12.0
3157,Sat,2013-03-16,Philadelphia,31,A.Dineley,b,Philadelphia ,,,,,,,,,
3158,Sat,2013-03-16,Rochester,77,A.Bold,win,Edmonton ,60.0,6.0,6.0,6.0,6.0,,24.0,33.0,9.0
3159,Sat,2013-03-16,Rochester,50,B.MacDonald,b,Edmonton ,,,,,,,,,
3160,Sat,2013-03-16,Rochester,48,M.Vinc,loss,Rochester ,60.0,10.0,10.0,10.0,6.0,,36.0,47.0,11.0
3161,Sat,2013-03-16,Rochester,55,A.Goodleaf,b,Rochester ,,,,,,,,,
3162,Sat,2013-03-16,Minnesota,0,T.Richards,loss,Washington ,60.0,12.0,12.0,12.0,12.0,,48.0,60.0,12.0
3163,Sat,2013-03-16,Minnesota,33,M.Roik,b,Washington ,,,,,,,,,
3164,Sat,2013-03-16,Minnesota,30,T.Carlson,win,Minnesota ,60.0,12.0,12.0,12.0,12.0,,48.0,53.0,5.0
3165,Sat,2013-03-16,Minnesota,35,E.Kirk,b,Minnesota ,,,,,,,,,
3166,Sat,2013-03-16,Colorado,44,A.Cosmo,,Buffalo ,51.1,9.0,11.0,9.0,1.0,,30.0,43.0,13.0
3167,Sat,2013-03-16,Colorado,38,K.Wagar,loss,Buffalo ,8.866666666666667,,,,5.0,,5.0,6.0,1.0
3168,Sat,2013-03-16,Colorado,31,T.Belanger,win,Colorado ,59.11666666666667,8.0,9.0,7.0,8.0,,32.0,45.0,13.0
3169,Sat,2013-03-16,Colorado,35,D.Lewis,,Colorado ,0.8833333333333333,,,,0.0,,0.0,0.0,0.0
3170,Sat,2013-03-23,Buffalo,77,A.Bold,win,Edmonton ,60.0,10.0,10.0,10.0,5.0,,35.0,42.0,7.0
3171,Sat,2013-03-23,Buffalo,50,B.MacDonald,b,Edmonton ,,,,,,,,,
3172,Sat,2013-03-23,Buffalo,38,K.Wagar,loss,Buffalo ,32.7,,5.0,10.0,10.0,,25.0,32.0,7.0
3173,Sat,2013-03-23,Buffalo,44,A.Cosmo,,Buffalo ,27.3,14.0,10.0,,,,24.0,31.0,7.0
3174,Sat,2013-03-23,Calgary,31,T.Belanger,loss,Colorado ,58.166666666666664,8.0,8.0,8.0,8.0,38.0,11.0,49.0,
3175,Sat,2013-03-23,Calgary,35,D.Lewis,,Colorado ,2.183333333333333,,,,0.0,0.0,1.0,2.0,1.0
3176,Sat,2013-03-23,Calgary,30,M.Poulin,win,Calgary ,60.35,7.0,7.0,7.0,11.0,0.0,32.0,43.0,11.0
3177,Sat,2013-03-23,Calgary,92,F.Scigliano,b,Calgary ,,,,,,,,,
3178,Sun,2013-03-24,Toronto,77,A.Bold,win,Edmonton ,60.0,6.0,10.0,8.0,5.0,,29.0,41.0,12.0
3179,Sun,2013-03-24,Toronto,50,B.MacDonald,b,Edmonton ,,,,,,,,,
3180,Sun,2013-03-24,Toronto,35,Z.Boychuk,loss,Toronto ,43.36666666666667,,6.0,1.0,0.0,,23.0,31.0,8.0
3181,Sun,2013-03-24,Toronto,66,N.Rose,,Toronto ,16.616666666666667,0.0,0.0,,,,17.0,25.0,8.0
3182,Fri,2013-03-29,Toronto,44,A.Cosmo,,Buffalo ,35.416666666666664,13.0,11.0,3.0,,,27.0,38.0,11.0
3183,Fri,2013-03-29,Toronto,38,K.Wagar,loss,Buffalo ,24.583333333333332,,,5.0,3.0,,8.0,15.0,7.0
3184,Fri,2013-03-29,Toronto,66,N.Rose,win,Toronto ,56.9,7.0,9.0,7.0,8.0,,31.0,41.0,10.0
3185,Fri,2013-03-29,Toronto,35,Z.Boychuk,,Toronto ,3.1,,,,3.0,,3.0,4.0,1.0
3186,Fri,2013-03-29,Minnesota,31,A.Dineley,loss,Philadelphia ,60.0,10.0,9.0,8.0,4.0,,31.0,51.0,20.0
3187,Fri,2013-03-29,Minnesota,39,A.Fortier,b,Philadelphia ,,,,,,,,,
3188,Fri,2013-03-29,Minnesota,35,E.Kirk,win,Minnesota ,60.0,10.0,10.0,13.0,10.0,,43.0,54.0,11.0
3189,Fri,2013-03-29,Minnesota,30,T.Carlson,b,Minnesota ,,,,,,,,,
3190,Sat,2013-03-30,Rochester,66,N.Rose,loss,Toronto ,51.6,10.0,10.0,10.0,1.0,,31.0,41.0,10.0
3191,Sat,2013-03-30,Rochester,35,Z.Boychuk,,Toronto ,8.383333333333333,0.0,,,,,6.0,7.0,1.0
3192,Sat,2013-03-30,Rochester,48,M.Vinc,win,Rochester ,59.85,12.0,12.0,12.0,11.0,,47.0,55.0,8.0
3193,Sat,2013-03-30,Rochester,55,A.Goodleaf,,Rochester ,0.15,,,,1.0,,1.0,1.0,0.0
3194,Sat,2013-03-30,Colorado,36,B.Miller,loss,Philadelphia ,60.0,10.0,10.0,10.0,9.0,,39.0,49.0,10.0
3195,Sat,2013-03-30,Colorado,31,A.Dineley,b,Philadelphia ,,,,,,,,,
3196,Sat,2013-03-30,Colorado,31,T.Belanger,win,Colorado ,60.0,10.0,10.0,10.0,7.0,,37.0,46.0,9.0
3197,Sat,2013-03-30,Colorado,35,D.Lewis,b,Colorado ,,,,,,,,,
3198,Sat,2013-03-30,Washington,30,M.Poulin,win,Calgary ,60.0,10.0,10.0,10.0,9.0,,39.0,50.0,11.0
3199,Sat,2013-03-30,Washington,92,F.Scigliano,b,Calgary ,,,,,,,,,
3200,Sat,2013-03-30,Washington,0,T.Richards,,Washington ,54.86666666666667,9.0,7.0,9.0,6.0,,31.0,39.0,8.0
3201,Sat,2013-03-30,Washington,33,M.Roik,loss,Washington ,5.133333333333334,,,,2.0,,2.0,6.0,4.0
3202,Sat,2013-04-06,Rochester,36,B.Miller,loss,Philadelphia ,54.766666666666666,12.0,4.0,14.0,5.0,,35.0,48.0,13.0
3203,Sat,2013-04-06,Rochester,31,A.Dineley,,Philadelphia ,5.233333333333333,,,,2.0,,2.0,3.0,1.0
3204,Sat,2013-04-06,Rochester,48,M.Vinc,win,Rochester ,60.0,13.0,12.0,7.0,13.0,,45.0,52.0,7.0
3205,Sat,2013-04-06,Rochester,55,A.Goodleaf,b,Rochester ,,,,,,,,,
3206,Sat,2013-04-06,Minnesota,38,K.Wagar,loss,Buffalo ,52.583333333333336,5.0,6.0,5.0,9.0,,25.0,43.0,18.0
3207,Sat,2013-04-06,Minnesota,44,A.Cosmo,,Buffalo ,7.416666666666667,3.0,,,,,3.0,6.0,3.0
3208,Sat,2013-04-06,Minnesota,30,T.Carlson,win,Minnesota ,60.0,10.0,9.0,12.0,9.0,,40.0,47.0,7.0
3209,Sat,2013-04-06,Minnesota,35,E.Kirk,b,Minnesota ,,,,,,,,,
3210,Sat,2013-04-06,Calgary,0,T.Richards,win,Washington ,60.0,12.0,12.0,12.0,12.0,,48.0,59.0,11.0
3211,Sat,2013-04-06,Calgary,33,M.Roik,b,Washington ,,,,,,,,,
3212,Sat,2013-04-06,Calgary,30,M.Poulin,loss,Calgary ,60.0,10.0,10.0,10.0,8.0,,38.0,50.0,12.0
3213,Sat,2013-04-06,Calgary,92,F.Scigliano,b,Calgary ,,,,,,,,,
3214,Sat,2013-04-06,Edmonton,31,T.Belanger,win,Colorado ,60.0,12.0,13.0,16.0,7.0,,48.0,55.0,7.0
3215,Sat,2013-04-06,Edmonton,35,D.Lewis,b,Colorado ,,,,,,,,,
3216,Sat,2013-04-06,Edmonton,77,A.Bold,loss,Edmonton ,60.0,7.0,8.0,5.0,6.0,,26.0,35.0,9.0
3217,Sat,2013-04-06,Edmonton,50,B.MacDonald,b,Edmonton ,,,,,,,,,
3218,Sun,2013-04-07,Toronto,48,M.Vinc,loss,Rochester ,60.0,11.0,11.0,11.0,11.0,,44.0,54.0,10.0
3219,Sun,2013-04-07,Toronto,55,A.Goodleaf,b,Rochester ,,,,,,,,,
3220,Sun,2013-04-07,Toronto,66,N.Rose,win,Toronto ,60.0,10.0,10.0,10.0,3.0,,33.0,42.0,9.0
3221,Sun,2013-04-07,Toronto,35,Z.Boychuk,b,Toronto ,,,,,,,,,
3222,Sun,2013-04-07,Philadelphia,35,E.Kirk,loss,Minnesota ,60.0,10.0,10.0,8.0,3.0,,31.0,46.0,15.0
3223,Sun,2013-04-07,Philadelphia,30,T.Carlson,b,Minnesota ,,,,,,,,,
3224,Sun,2013-04-07,Philadelphia,36,B.Miller,win,Philadelphia ,60.0,10.0,10.0,10.0,7.0,,37.0,50.0,13.0
3225,Sun,2013-04-07,Philadelphia,31,A.Dineley,b,Philadelphia ,,,,,,,,,
3226,Sat,2013-04-13,Philadelphia,66,N.Rose,loss,Toronto ,61.016666666666666,10.0,10.0,10.0,8.0,0.0,38.0,48.0,10.0
3227,Sat,2013-04-13,Philadelphia,35,Z.Boychuk,b,Toronto ,,,,,,,,,
3228,Sat,2013-04-13,Philadelphia,36,B.Miller,win,Philadelphia ,61.016666666666666,12.0,12.0,12.0,12.0,0.0,48.0,57.0,9.0
3229,Sat,2013-04-13,Philadelphia,31,A.Dineley,b,Philadelphia ,,,,,,,,,
3230,Sat,2013-04-13,Calgary,48,M.Vinc,win,Rochester ,60.0,13.0,8.0,10.0,13.0,,44.0,58.0,14.0
3231,Sat,2013-04-13,Calgary,55,A.Goodleaf,b,Rochester ,,,,,,,,,
3232,Sat,2013-04-13,Calgary,30,M.Poulin,loss,Calgary ,60.0,8.0,8.0,12.0,5.0,,33.0,48.0,15.0
3233,Sat,2013-04-13,Calgary,92,F.Scigliano,b,Calgary ,,,,,,,,,
3234,Sat,2013-04-13,Colorado,30,T.Carlson,win,Minnesota ,60.0,9.0,7.0,10.0,11.0,,37.0,49.0,12.0
3235,Sat,2013-04-13,Colorado,35,E.Kirk,b,Minnesota ,0.0,,,,,,0.0,0.0,0.0
3236,Sat,2013-04-13,Colorado,35,D.Lewis,loss,Colorado ,36.983333333333334,,7.0,7.0,7.0,,21.0,29.0,8.0
3237,Sat,2013-04-13,Colorado,31,T.Belanger,,Colorado ,23.0,7.0,6.0,,,,13.0,21.0,8.0
3238,Sat,2013-04-13,Washington,38,K.Wagar,win,Buffalo ,60.0,10.0,10.0,10.0,3.0,,33.0,43.0,10.0
3239,Sat,2013-04-13,Washington,44,A.Cosmo,b,Buffalo ,,,,,,,,,
3240,Sat,2013-04-13,Washington,0,T.Richards,loss,Washington ,50.71666666666667,0.0,10.0,10.0,10.0,,30.0,43.0,13.0
3241,Sat,2013-04-13,Washington,33,M.Roik,,Washington ,9.283333333333333,7.0,,,,,7.0,9.0,2.0
3242,Sun,2013-04-14,Edmonton,48,M.Vinc,loss,Rochester ,59.983333333333334,8.0,13.0,11.0,11.0,,43.0,56.0,13.0
3243,Sun,2013-04-14,Edmonton,55,A.Goodleaf,b,Rochester ,,,,,,,,,
3244,Sun,2013-04-14,Edmonton,50,B.MacDonald,win,Edmonton ,51.55,3.0,10.0,7.0,12.0,,32.0,38.0,6.0
3245,Sun,2013-04-14,Edmonton,77,A.Bold,,Edmonton ,8.45,1.0,,,,,1.0,5.0,4.0
3246,Sat,2013-04-20,Buffalo,48,M.Vinc,win,Rochester ,60.0,5.0,4.0,10.0,7.0,,26.0,35.0,9.0
3247,Sat,2013-04-20,Buffalo,55,A.Goodleaf,b,Rochester ,,,,,,,,,
3248,Sat,2013-04-20,Buffalo,38,K.Wagar,loss,Buffalo ,60.0,4.0,7.0,6.0,5.0,,22.0,32.0,10.0
3249,Sat,2013-04-20,Buffalo,44,A.Cosmo,b,Buffalo ,,,,,,,,,
3250,Sat,2013-04-20,Minnesota,31,T.Belanger,win,Colorado ,60.0,9.0,12.0,12.0,11.0,,44.0,58.0,14.0
3251,Sat,2013-04-20,Minnesota,35,D.Lewis,b,Colorado ,,,,,,,,,
3252,Sat,2013-04-20,Minnesota,30,T.Carlson,loss,Minnesota ,59.983333333333334,10.0,10.0,9.0,8.0,,37.0,52.0,15.0
3253,Sat,2013-04-20,Minnesota,35,E.Kirk,b,Minnesota ,,,,,,,,,
3254,Sat,2013-04-20,Edmonton,30,M.Poulin,win,Calgary ,69.71666666666667,8.0,6.0,13.0,11.0,4.0,42.0,53.0,11.0
3255,Sat,2013-04-20,Edmonton,92,F.Scigliano,,Calgary ,0.36666666666666664,,,,,0.0,0.0,0.0,0.0
3256,Sat,2013-04-20,Edmonton,77,A.Bold,loss,Edmonton ,70.08333333333333,11.0,8.0,6.0,8.0,5.0,38.0,50.0,12.0
3257,Sat,2013-04-20,Edmonton,50,B.MacDonald,b,Edmonton ,,,,,,,,,
3258,Sat,2013-04-20,Washington,31,A.Dineley,,Philadelphia ,32.916666666666664,9.0,0.0,8.0,,,17.0,22.0,5.0
3259,Sat,2013-04-20,Washington,36,B.Miller,loss,Philadelphia ,27.083333333333332,,,0.0,10.0,,16.0,28.0,12.0
3260,Sat,2013-04-20,Washington,0,T.Richards,win,Washington ,60.0,10.0,12.0,8.0,8.0,,38.0,51.0,13.0
3261,Sat,2013-04-20,Washington,33,M.Roik,b,Washington ,,,,,,,,,
3262,Sat,2013-04-27,Calgary,31,T.Belanger,loss,Colorado ,46.28333333333333,5.0,0.0,7.0,15.0,,27.0,40.0,13.0
3263,Sat,2013-04-27,Calgary,35,D.Lewis,,Colorado ,13.716666666666667,,,,0.0,,14.0,16.0,2.0
